datetime,total_number,day_type,ticket_type,service,ticket_group,Month_Year,Year-Month,Year,As Quarter,Fiscal Year
7/1/2013 14:00,592,Weekday,HP Pass,Loop Original,Business Pass,,2013-07,2013,2014Q1,2014
8/1/2013 14:00,733,Weekday,HP Pass,Loop Original,Business Pass,,2013-08,2013,2014Q1,2014
9/1/2013 14:00,699,Weekday,HP Pass,Loop Original,Business Pass,,2013-09,2013,2014Q1,2014
10/1/2013 14:00,700,Weekday,HP Pass,Loop Original,Business Pass,,2013-10,2013,2014Q2,2014
11/1/2013 14:00,553,Weekday,HP Pass,Loop Original,Business Pass,,2013-11,2013,2014Q2,2014
12/1/2013 14:00,378,Weekday,HP Pass,Loop Original,Business Pass,,2013-12,2013,2014Q2,2014
1/1/2014 14:00,733,Weekday,HP Pass,Loop Original,Business Pass,,2014-01,2014,2014Q3,2014
2/1/2014 14:00,531,Weekday,HP Pass,Loop Original,Business Pass,,2014-02,2014,2014Q3,2014
3/1/2014 14:00,635,Weekday,HP Pass,Loop Original,Business Pass,,2014-03,2014,2014Q3,2014
4/1/2014 14:00,602,Weekday,HP Pass,Loop Original,Business Pass,,2014-04,2014,2014Q4,2014
5/1/2014 14:00,535,Weekday,HP Pass,Loop Original,Business Pass,,2014-05,2014,2014Q4,2014
6/1/2014 14:00,516,Weekday,HP Pass,Loop Original,Business Pass,,2014-06,2014,2014Q4,2014
7/1/2014 14:00,599,Weekday,HP Pass,Loop Original,Business Pass,,2014-07,2014,2015Q1,2015
8/1/2014 14:00,518,Weekday,HP Pass,Loop Original,Business Pass,,2014-08,2014,2015Q1,2015
9/1/2014 14:00,688,Weekday,HP Pass,Loop Original,Business Pass,,2014-09,2014,2015Q1,2015
10/1/2014 14:00,696,Weekday,HP Pass,Loop Original,Business Pass,,2014-10,2014,2015Q2,2015
11/1/2014 14:00,476,Weekday,HP Pass,Loop Original,Business Pass,,2014-11,2014,2015Q2,2015
12/1/2014 14:00,406,Weekday,HP Pass,Loop Original,Business Pass,,2014-12,2014,2015Q2,2015
1/1/2015 14:00,557,Weekday,HP Pass,Loop Original,Business Pass,,2015-01,2015,2015Q3,2015
2/1/2015 14:00,535,Weekday,HP Pass,Loop Original,Business Pass,,2015-02,2015,2015Q3,2015
3/1/2015 14:00,570,Weekday,HP Pass,Loop Original,Business Pass,,2015-03,2015,2015Q3,2015
4/1/2015 14:00,515,Weekday,HP Pass,Loop Original,Business Pass,,2015-04,2015,2015Q4,2015
5/1/2015 14:00,459,Weekday,HP Pass,Loop Original,Business Pass,,2015-05,2015,2015Q4,2015
6/1/2015 14:00,488,Weekday,HP Pass,Loop Original,Business Pass,,2015-06,2015,2015Q4,2015
7/1/2015 14:00,458,Weekday,HP Pass,Loop Original,Business Pass,,2015-07,2015,2016Q1,2016
8/1/2015 14:00,342,Weekday,HP Pass,Loop Original,Business Pass,,2015-08,2015,2016Q1,2016
9/1/2015 14:00,375,Weekday,HP Pass,Loop Original,Business Pass,,2015-09,2015,2016Q1,2016
10/1/2015 14:00,420,Weekday,HP Pass,Loop Original,Business Pass,,2015-10,2015,2016Q2,2016
11/1/2015 14:00,328,Weekday,HP Pass,Loop Original,Business Pass,,2015-11,2015,2016Q2,2016
12/1/2015 14:00,272,Weekday,HP Pass,Loop Original,Business Pass,,2015-12,2015,2016Q2,2016
1/1/2016 14:00,371,Weekday,HP Pass,Loop Original,Business Pass,,2016-01,2016,2016Q3,2016
2/1/2016 14:00,440,Weekday,HP Pass,Loop Original,Business Pass,,2016-02,2016,2016Q3,2016
3/1/2016 14:00,438,Weekday,HP Pass,Loop Original,Business Pass,,2016-03,2016,2016Q3,2016
4/1/2016 14:00,364,Weekday,HP Pass,Loop Original,Business Pass,,2016-04,2016,2016Q4,2016
5/1/2016 14:00,381,Weekday,HP Pass,Loop Original,Business Pass,,2016-05,2016,2016Q4,2016
6/1/2016 14:00,425,Weekday,HP Pass,Loop Original,Business Pass,,2016-06,2016,2016Q4,2016
7/1/2016 14:00,373,Weekday,HP Pass,Loop Original,Business Pass,,2016-07,2016,2017Q1,2017
8/1/2016 14:00,435,Weekday,HP Pass,Loop Original,Business Pass,,2016-08,2016,2017Q1,2017
9/1/2016 14:00,420,Weekday,HP Pass,Loop Original,Business Pass,,2016-09,2016,2017Q1,2017
10/1/2016 14:00,444,Weekday,HP Pass,Loop Original,Business Pass,,2016-10,2016,2017Q2,2017
11/1/2016 14:00,365,Weekday,HP Pass,Loop Original,Business Pass,,2016-11,2016,2017Q2,2017
12/1/2016 14:00,259,Weekday,HP Pass,Loop Original,Business Pass,,2016-12,2016,2017Q2,2017
1/1/2017 14:00,394,Weekday,HP Pass,Loop Original,Business Pass,,2017-01,2017,2017Q3,2017
2/1/2017 14:00,374,Weekday,HP Pass,Loop Original,Business Pass,,2017-02,2017,2017Q3,2017
3/1/2017 14:00,444,Weekday,HP Pass,Loop Original,Business Pass,,2017-03,2017,2017Q3,2017
4/1/2017 14:00,527,Weekday,HP Pass,Loop Original,Business Pass,,2017-04,2017,2017Q4,2017
5/1/2017 14:00,568,Weekday,HP Pass,Loop Original,Business Pass,,2017-05,2017,2017Q4,2017
6/1/2017 14:00,474,Weekday,HP Pass,Loop Original,Business Pass,,2017-06,2017,2017Q4,2017
7/1/2017 14:00,480,Weekday,HP Pass,Loop Original,Business Pass,,2017-07,2017,2018Q1,2018
8/1/2017 14:00,552,Weekday,HP Pass,Loop Original,Business Pass,,2017-08,2017,2018Q1,2018
9/1/2017 14:00,444,Weekday,HP Pass,Loop Original,Business Pass,,2017-09,2017,2018Q1,2018
10/1/2017 14:00,528,Weekday,HP Pass,Loop Original,Business Pass,,2017-10,2017,2018Q2,2018
11/1/2017 14:00,401,Weekday,HP Pass,Loop Original,Business Pass,,2017-11,2017,2018Q2,2018
12/1/2017 14:00,293,Weekday,HP Pass,Loop Original,Business Pass,,2017-12,2017,2018Q2,2018
1/1/2018 14:00,488,Weekday,HP Pass,Loop Original,Business Pass,,2018-01,2018,2018Q3,2018
2/1/2018 14:00,419,Weekday,HP Pass,Loop Original,Business Pass,,2018-02,2018,2018Q3,2018
3/1/2018 14:00,397,Weekday,HP Pass,Loop Original,Business Pass,,2018-03,2018,2018Q3,2018
4/1/2018 14:00,407,Weekday,HP Pass,Loop Original,Business Pass,,2018-04,2018,2018Q4,2018
5/1/2018 14:00,471,Weekday,HP Pass,Loop Original,Business Pass,,2018-05,2018,2018Q4,2018
6/1/2018 14:00,410,Weekday,HP Pass,Loop Original,Business Pass,,2018-06,2018,2018Q4,2018
7/1/2018 14:00,442,Weekday,HP Pass,Loop Original,Business Pass,,2018-07,2018,2019Q1,2019
8/1/2018 14:00,480,Weekday,HP Pass,Loop Original,Business Pass,,2018-08,2018,2019Q1,2019
9/1/2018 14:00,351,Weekday,HP Pass,Loop Original,Business Pass,,2018-09,2018,2019Q1,2019
10/1/2018 14:00,490,Weekday,HP Pass,Loop Original,Business Pass,,2018-10,2018,2019Q2,2019
11/1/2018 14:00,355,Weekday,HP Pass,Loop Original,Business Pass,,2018-11,2018,2019Q2,2019
12/1/2018 14:00,276,Weekday,HP Pass,Loop Original,Business Pass,,2018-12,2018,2019Q2,2019
1/1/2019 14:00,377,Weekday,HP Pass,Loop Original,Business Pass,,2019-01,2019,2019Q3,2019
2/1/2019 14:00,344,Weekday,HP Pass,Loop Original,Business Pass,,2019-02,2019,2019Q3,2019
3/1/2019 14:00,398,Weekday,HP Pass,Loop Original,Business Pass,,2019-03,2019,2019Q3,2019
4/1/2019 14:00,366,Weekday,HP Pass,Loop Original,Business Pass,,2019-04,2019,2019Q4,2019
5/1/2019 14:00,433,Weekday,HP Pass,Loop Original,Business Pass,,2019-05,2019,2019Q4,2019
6/1/2019 14:00,329,Weekday,HP Pass,Loop Original,Business Pass,,2019-06,2019,2019Q4,2019
7/1/2019 14:00,359,Weekday,HP Pass,Loop Original,Business Pass,,2019-07,2019,2020Q1,2020
8/1/2019 14:00,395,Weekday,HP Pass,Loop Original,Business Pass,,2019-08,2019,2020Q1,2020
9/1/2019 14:00,291,Weekday,HP Pass,Loop Original,Business Pass,,2019-09,2019,2020Q1,2020
10/1/2019 14:00,386,Weekday,HP Pass,Loop Original,Business Pass,,2019-10,2019,2020Q2,2020
11/1/2019 14:00,302,Weekday,HP Pass,Loop Original,Business Pass,,2019-11,2019,2020Q2,2020
12/1/2019 14:00,204,Weekday,HP Pass,Loop Original,Business Pass,,2019-12,2019,2020Q2,2020
1/1/2020 14:00,324,Weekday,HP Pass,Loop Original,Business Pass,,2020-01,2020,2020Q3,2020
2/1/2020 14:00,345,Weekday,HP Pass,Loop Original,Business Pass,,2020-02,2020,2020Q3,2020
3/1/2020 14:00,68,Weekday,HP Pass,Loop Original,Business Pass,,2020-03,2020,2020Q3,2020
11/1/2008 15:00,14,Weekday,Sam Pass,Loop Original,Business Pass,,2008-11,2008,2009Q2,2009
12/1/2008 15:00,17,Weekday,Sam Pass,Loop Original,Business Pass,,2008-12,2008,2009Q2,2009
1/1/2009 15:00,8,Weekday,Sam Pass,Loop Original,Business Pass,,2009-01,2009,2009Q3,2009
2/1/2009 15:00,18,Weekday,Sam Pass,Loop Original,Business Pass,,2009-02,2009,2009Q3,2009
3/1/2009 15:00,15,Weekday,Sam Pass,Loop Original,Business Pass,,2009-03,2009,2009Q3,2009
4/1/2009 15:00,82,Weekday,Sam Pass,Loop Original,Business Pass,,2009-04,2009,2009Q4,2009
5/1/2009 15:00,57,Weekday,Sam Pass,Loop Original,Business Pass,,2009-05,2009,2009Q4,2009
6/1/2009 15:00,65,Weekday,Sam Pass,Loop Original,Business Pass,,2009-06,2009,2009Q4,2009
7/1/2009 15:00,95,Weekday,Sam Pass,Loop Original,Business Pass,,2009-07,2009,2010Q1,2010
8/1/2009 15:00,42,Weekday,Sam Pass,Loop Original,Business Pass,,2009-08,2009,2010Q1,2010
9/1/2009 15:00,54,Weekday,Sam Pass,Loop Original,Business Pass,,2009-09,2009,2010Q1,2010
10/1/2009 15:00,26,Weekday,Sam Pass,Loop Original,Business Pass,,2009-10,2009,2010Q2,2010
11/1/2009 15:00,45,Weekday,Sam Pass,Loop Original,Business Pass,,2009-11,2009,2010Q2,2010
12/1/2009 15:00,58,Weekday,Sam Pass,Loop Original,Business Pass,,2009-12,2009,2010Q2,2010
1/1/2010 15:00,45,Weekday,Sam Pass,Loop Original,Business Pass,,2010-01,2010,2010Q3,2010
2/1/2010 15:00,53,Weekday,Sam Pass,Loop Original,Business Pass,,2010-02,2010,2010Q3,2010
3/1/2010 15:00,57,Weekday,Sam Pass,Loop Original,Business Pass,,2010-03,2010,2010Q3,2010
4/1/2010 15:00,58,Weekday,Sam Pass,Loop Original,Business Pass,,2010-04,2010,2010Q4,2010
5/1/2010 15:00,72,Weekday,Sam Pass,Loop Original,Business Pass,,2010-05,2010,2010Q4,2010
6/1/2010 15:00,82,Weekday,Sam Pass,Loop Original,Business Pass,,2010-06,2010,2010Q4,2010
7/1/2010 15:00,91,Weekday,Sam Pass,Loop Original,Business Pass,,2010-07,2010,2011Q1,2011
8/1/2010 15:00,102,Weekday,Sam Pass,Loop Original,Business Pass,,2010-08,2010,2011Q1,2011
9/1/2010 15:00,95,Weekday,Sam Pass,Loop Original,Business Pass,,2010-09,2010,2011Q1,2011
10/1/2010 15:00,57,Weekday,Sam Pass,Loop Original,Business Pass,,2010-10,2010,2011Q2,2011
11/1/2010 15:00,48,Weekday,Sam Pass,Loop Original,Business Pass,,2010-11,2010,2011Q2,2011
12/1/2010 15:00,54,Weekday,Sam Pass,Loop Original,Business Pass,,2010-12,2010,2011Q2,2011
1/1/2011 15:00,66,Weekday,Sam Pass,Loop Original,Business Pass,,2011-01,2011,2011Q3,2011
2/1/2011 15:00,33,Weekday,Sam Pass,Loop Original,Business Pass,,2011-02,2011,2011Q3,2011
3/1/2011 15:00,59,Weekday,Sam Pass,Loop Original,Business Pass,,2011-03,2011,2011Q3,2011
4/1/2011 15:00,116,Weekday,Sam Pass,Loop Original,Business Pass,,2011-04,2011,2011Q4,2011
5/1/2011 15:00,125,Weekday,Sam Pass,Loop Original,Business Pass,,2011-05,2011,2011Q4,2011
6/1/2011 15:00,112,Weekday,Sam Pass,Loop Original,Business Pass,,2011-06,2011,2011Q4,2011
7/1/2011 15:00,105,Weekday,Sam Pass,Loop Original,Business Pass,,2011-07,2011,2012Q1,2012
8/1/2011 15:00,123,Weekday,Sam Pass,Loop Original,Business Pass,,2011-08,2011,2012Q1,2012
9/1/2011 15:00,127,Weekday,Sam Pass,Loop Original,Business Pass,,2011-09,2011,2012Q1,2012
10/1/2011 15:00,160,Weekday,Sam Pass,Loop Original,Business Pass,,2011-10,2011,2012Q2,2012
11/1/2011 15:00,178,Weekday,Sam Pass,Loop Original,Business Pass,,2011-11,2011,2012Q2,2012
12/1/2011 15:00,134,Weekday,Sam Pass,Loop Original,Business Pass,,2011-12,2011,2012Q2,2012
1/1/2012 15:00,169,Weekday,Sam Pass,Loop Original,Business Pass,,2012-01,2012,2012Q3,2012
2/1/2012 15:00,202,Weekday,Sam Pass,Loop Original,Business Pass,,2012-02,2012,2012Q3,2012
3/1/2012 15:00,220,Weekday,Sam Pass,Loop Original,Business Pass,,2012-03,2012,2012Q3,2012
4/1/2012 15:00,194,Weekday,Sam Pass,Loop Original,Business Pass,,2012-04,2012,2012Q4,2012
5/1/2012 15:00,235,Weekday,Sam Pass,Loop Original,Business Pass,,2012-05,2012,2012Q4,2012
6/1/2012 15:00,239,Weekday,Sam Pass,Loop Original,Business Pass,,2012-06,2012,2012Q4,2012
7/1/2012 15:00,196,Weekday,Sam Pass,Loop Original,Business Pass,,2012-07,2012,2013Q1,2013
8/1/2012 15:00,191,Weekday,Sam Pass,Loop Original,Business Pass,,2012-08,2012,2013Q1,2013
9/1/2012 15:00,225,Weekday,Sam Pass,Loop Original,Business Pass,,2012-09,2012,2013Q1,2013
10/1/2012 15:00,249,Weekday,Sam Pass,Loop Original,Business Pass,,2012-10,2012,2013Q2,2013
11/1/2012 15:00,162,Weekday,Sam Pass,Loop Original,Business Pass,,2012-11,2012,2013Q2,2013
12/1/2012 15:00,124,Weekday,Sam Pass,Loop Original,Business Pass,,2012-12,2012,2013Q2,2013
1/1/2013 15:00,188,Weekday,Sam Pass,Loop Original,Business Pass,,2013-01,2013,2013Q3,2013
2/1/2013 15:00,160,Weekday,Sam Pass,Loop Original,Business Pass,,2013-02,2013,2013Q3,2013
3/1/2013 15:00,160,Weekday,Sam Pass,Loop Original,Business Pass,,2013-03,2013,2013Q3,2013
4/1/2013 15:00,204,Weekday,Sam Pass,Loop Original,Business Pass,,2013-04,2013,2013Q4,2013
5/1/2013 15:00,172,Weekday,Sam Pass,Loop Original,Business Pass,,2013-05,2013,2013Q4,2013
6/1/2013 15:00,130,Weekday,Sam Pass,Loop Original,Business Pass,,2013-06,2013,2013Q4,2013
7/1/2013 15:00,245,Weekday,Sam Pass,Loop Original,Business Pass,,2013-07,2013,2014Q1,2014
8/1/2013 15:00,222,Weekday,Sam Pass,Loop Original,Business Pass,,2013-08,2013,2014Q1,2014
9/1/2013 15:00,159,Weekday,Sam Pass,Loop Original,Business Pass,,2013-09,2013,2014Q1,2014
10/1/2013 15:00,207,Weekday,Sam Pass,Loop Original,Business Pass,,2013-10,2013,2014Q2,2014
11/1/2013 15:00,147,Weekday,Sam Pass,Loop Original,Business Pass,,2013-11,2013,2014Q2,2014
12/1/2013 15:00,129,Weekday,Sam Pass,Loop Original,Business Pass,,2013-12,2013,2014Q2,2014
1/1/2014 15:00,206,Weekday,Sam Pass,Loop Original,Business Pass,,2014-01,2014,2014Q3,2014
2/1/2014 15:00,161,Weekday,Sam Pass,Loop Original,Business Pass,,2014-02,2014,2014Q3,2014
3/1/2014 15:00,189,Weekday,Sam Pass,Loop Original,Business Pass,,2014-03,2014,2014Q3,2014
4/1/2014 15:00,162,Weekday,Sam Pass,Loop Original,Business Pass,,2014-04,2014,2014Q4,2014
5/1/2014 15:00,165,Weekday,Sam Pass,Loop Original,Business Pass,,2014-05,2014,2014Q4,2014
6/1/2014 15:00,180,Weekday,Sam Pass,Loop Original,Business Pass,,2014-06,2014,2014Q4,2014
7/1/2014 15:00,210,Weekday,Sam Pass,Loop Original,Business Pass,,2014-07,2014,2015Q1,2015
8/1/2014 15:00,172,Weekday,Sam Pass,Loop Original,Business Pass,,2014-08,2014,2015Q1,2015
9/1/2014 15:00,153,Weekday,Sam Pass,Loop Original,Business Pass,,2014-09,2014,2015Q1,2015
10/1/2014 15:00,185,Weekday,Sam Pass,Loop Original,Business Pass,,2014-10,2014,2015Q2,2015
11/1/2014 15:00,147,Weekday,Sam Pass,Loop Original,Business Pass,,2014-11,2014,2015Q2,2015
12/1/2014 15:00,178,Weekday,Sam Pass,Loop Original,Business Pass,,2014-12,2014,2015Q2,2015
1/1/2015 15:00,102,Weekday,Sam Pass,Loop Original,Business Pass,,2015-01,2015,2015Q3,2015
2/1/2015 15:00,118,Weekday,Sam Pass,Loop Original,Business Pass,,2015-02,2015,2015Q3,2015
3/1/2015 15:00,99,Weekday,Sam Pass,Loop Original,Business Pass,,2015-03,2015,2015Q3,2015
4/1/2015 15:00,117,Weekday,Sam Pass,Loop Original,Business Pass,,2015-04,2015,2015Q4,2015
5/1/2015 15:00,99,Weekday,Sam Pass,Loop Original,Business Pass,,2015-05,2015,2015Q4,2015
6/1/2015 15:00,141,Weekday,Sam Pass,Loop Original,Business Pass,,2015-06,2015,2015Q4,2015
7/1/2015 15:00,105,Weekday,Sam Pass,Loop Original,Business Pass,,2015-07,2015,2016Q1,2016
8/1/2015 15:00,129,Weekday,Sam Pass,Loop Original,Business Pass,,2015-08,2015,2016Q1,2016
9/1/2015 15:00,133,Weekday,Sam Pass,Loop Original,Business Pass,,2015-09,2015,2016Q1,2016
10/1/2015 15:00,138,Weekday,Sam Pass,Loop Original,Business Pass,,2015-10,2015,2016Q2,2016
11/1/2015 15:00,98,Weekday,Sam Pass,Loop Original,Business Pass,,2015-11,2015,2016Q2,2016
12/1/2015 15:00,110,Weekday,Sam Pass,Loop Original,Business Pass,,2015-12,2015,2016Q2,2016
1/1/2016 15:00,121,Weekday,Sam Pass,Loop Original,Business Pass,,2016-01,2016,2016Q3,2016
2/1/2016 15:00,103,Weekday,Sam Pass,Loop Original,Business Pass,,2016-02,2016,2016Q3,2016
3/1/2016 15:00,84,Weekday,Sam Pass,Loop Original,Business Pass,,2016-03,2016,2016Q3,2016
4/1/2016 15:00,34,Weekday,Sam Pass,Loop Original,Business Pass,,2016-04,2016,2016Q4,2016
5/1/2016 15:00,22,Weekday,Sam Pass,Loop Original,Business Pass,,2016-05,2016,2016Q4,2016
6/1/2016 15:00,22,Weekday,Sam Pass,Loop Original,Business Pass,,2016-06,2016,2016Q4,2016
7/1/2016 15:00,7,Weekday,Sam Pass,Loop Original,Business Pass,,2016-07,2016,2017Q1,2017
8/1/2016 15:00,25,Weekday,Sam Pass,Loop Original,Business Pass,,2016-08,2016,2017Q1,2017
9/1/2016 15:00,53,Weekday,Sam Pass,Loop Original,Business Pass,,2016-09,2016,2017Q1,2017
10/1/2016 15:00,43,Weekday,Sam Pass,Loop Original,Business Pass,,2016-10,2016,2017Q2,2017
11/1/2016 15:00,37,Weekday,Sam Pass,Loop Original,Business Pass,,2016-11,2016,2017Q2,2017
12/1/2016 15:00,35,Weekday,Sam Pass,Loop Original,Business Pass,,2016-12,2016,2017Q2,2017
1/1/2017 15:00,28,Weekday,Sam Pass,Loop Original,Business Pass,,2017-01,2017,2017Q3,2017
2/1/2017 15:00,48,Weekday,Sam Pass,Loop Original,Business Pass,,2017-02,2017,2017Q3,2017
3/1/2017 15:00,22,Weekday,Sam Pass,Loop Original,Business Pass,,2017-03,2017,2017Q3,2017
4/1/2017 15:00,25,Weekday,Sam Pass,Loop Original,Business Pass,,2017-04,2017,2017Q4,2017
5/1/2017 15:00,41,Weekday,Sam Pass,Loop Original,Business Pass,,2017-05,2017,2017Q4,2017
6/1/2017 15:00,51,Weekday,Sam Pass,Loop Original,Business Pass,,2017-06,2017,2017Q4,2017
7/1/2017 15:00,53,Weekday,Sam Pass,Loop Original,Business Pass,,2017-07,2017,2018Q1,2018
8/1/2017 15:00,54,Weekday,Sam Pass,Loop Original,Business Pass,,2017-08,2017,2018Q1,2018
9/1/2017 15:00,66,Weekday,Sam Pass,Loop Original,Business Pass,,2017-09,2017,2018Q1,2018
10/1/2017 15:00,61,Weekday,Sam Pass,Loop Original,Business Pass,,2017-10,2017,2018Q2,2018
11/1/2017 15:00,38,Weekday,Sam Pass,Loop Original,Business Pass,,2017-11,2017,2018Q2,2018
12/1/2017 15:00,42,Weekday,Sam Pass,Loop Original,Business Pass,,2017-12,2017,2018Q2,2018
1/1/2018 15:00,51,Weekday,Sam Pass,Loop Original,Business Pass,,2018-01,2018,2018Q3,2018
2/1/2018 15:00,52,Weekday,Sam Pass,Loop Original,Business Pass,,2018-02,2018,2018Q3,2018
3/1/2018 15:00,54,Weekday,Sam Pass,Loop Original,Business Pass,,2018-03,2018,2018Q3,2018
4/1/2018 15:00,58,Weekday,Sam Pass,Loop Original,Business Pass,,2018-04,2018,2018Q4,2018
5/1/2018 15:00,56,Weekday,Sam Pass,Loop Original,Business Pass,,2018-05,2018,2018Q4,2018
6/1/2018 15:00,3,Weekday,Sam Pass,Loop Original,Business Pass,,2018-06,2018,2018Q4,2018
7/1/2018 15:00,73,Weekday,Sam Pass,Loop Original,Business Pass,,2018-07,2018,2019Q1,2019
8/1/2018 15:00,82,Weekday,Sam Pass,Loop Original,Business Pass,,2018-08,2018,2019Q1,2019
9/1/2018 15:00,78,Weekday,Sam Pass,Loop Original,Business Pass,,2018-09,2018,2019Q1,2019
10/1/2018 15:00,40,Weekday,Sam Pass,Loop Original,Business Pass,,2018-10,2018,2019Q2,2019
11/1/2018 15:00,90,Weekday,Sam Pass,Loop Original,Business Pass,,2018-11,2018,2019Q2,2019
12/1/2018 15:00,75,Weekday,Sam Pass,Loop Original,Business Pass,,2018-12,2018,2019Q2,2019
1/1/2019 15:00,95,Weekday,Sam Pass,Loop Original,Business Pass,,2019-01,2019,2019Q3,2019
2/1/2019 15:00,86,Weekday,Sam Pass,Loop Original,Business Pass,,2019-02,2019,2019Q3,2019
3/1/2019 15:00,99,Weekday,Sam Pass,Loop Original,Business Pass,,2019-03,2019,2019Q3,2019
4/1/2019 15:00,95,Weekday,Sam Pass,Loop Original,Business Pass,,2019-04,2019,2019Q4,2019
5/1/2019 15:00,113,Weekday,Sam Pass,Loop Original,Business Pass,,2019-05,2019,2019Q4,2019
6/1/2019 15:00,73,Weekday,Sam Pass,Loop Original,Business Pass,,2019-06,2019,2019Q4,2019
7/1/2019 15:00,84,Weekday,Sam Pass,Loop Original,Business Pass,,2019-07,2019,2020Q1,2020
8/1/2019 15:00,83,Weekday,Sam Pass,Loop Original,Business Pass,,2019-08,2019,2020Q1,2020
9/1/2019 15:00,91,Weekday,Sam Pass,Loop Original,Business Pass,,2019-09,2019,2020Q1,2020
10/1/2019 15:00,102,Weekday,Sam Pass,Loop Original,Business Pass,,2019-10,2019,2020Q2,2020
11/1/2019 15:00,75,Weekday,Sam Pass,Loop Original,Business Pass,,2019-11,2019,2020Q2,2020
12/1/2019 15:00,73,Weekday,Sam Pass,Loop Original,Business Pass,,2019-12,2019,2020Q2,2020
1/1/2020 15:00,64,Weekday,Sam Pass,Loop Original,Business Pass,,2020-01,2020,2020Q3,2020
2/1/2020 15:00,38,Weekday,Sam Pass,Loop Original,Business Pass,,2020-02,2020,2020Q3,2020
3/1/2020 15:00,22,Weekday,Sam Pass,Loop Original,Business Pass,,2020-03,2020,2020Q3,2020
