datetime,total_number,day_type,ticket_type,service,Month_Year,Year,As Quarter,Fiscal Year
2019-10-01 11:00:00,3831,Weekday,LBCC Pass,Loop Original,2019-10,2019,2020Q2,2020
2019-11-01 11:00:00,2966,Weekday,LBCC Pass,Loop Original,2019-11,2019,2020Q2,2020
2019-12-01 11:00:00,1329,Weekday,LBCC Pass,Loop Original,2019-12,2019,2020Q2,2020
2020-01-01 11:00:00,3134,Weekday,LBCC Pass,Loop Original,2020-01,2020,2020Q3,2020
2020-02-01 11:00:00,3065,Weekday,LBCC Pass,Loop Original,2020-02,2020,2020Q3,2020
2020-03-01 11:00:00,1610,Weekday,LBCC Pass,Loop Original,2020-03,2020,2020Q3,2020
2004-07-01 13:00:00,153,Weekday,OSU Pass,Loop Original,2004-07,2004,2005Q1,2005
2004-08-01 13:00:00,564,Weekday,OSU Pass,Loop Original,2004-08,2004,2005Q1,2005
2004-09-01 13:00:00,532,Weekday,OSU Pass,Loop Original,2004-09,2004,2005Q1,2005
2004-10-01 13:00:00,1068,Weekday,OSU Pass,Loop Original,2004-10,2004,2005Q2,2005
2004-11-01 13:00:00,1073,Weekday,OSU Pass,Loop Original,2004-11,2004,2005Q2,2005
2004-12-01 13:00:00,488,Weekday,OSU Pass,Loop Original,2004-12,2004,2005Q2,2005
2005-01-01 13:00:00,1068,Weekday,OSU Pass,Loop Original,2005-01,2005,2005Q3,2005
2005-02-01 13:00:00,975,Weekday,OSU Pass,Loop Original,2005-02,2005,2005Q3,2005
2005-03-01 13:00:00,832,Weekday,OSU Pass,Loop Original,2005-03,2005,2005Q3,2005
2005-04-01 13:00:00,1064,Weekday,OSU Pass,Loop Original,2005-04,2005,2005Q4,2005
2005-05-01 13:00:00,1029,Weekday,OSU Pass,Loop Original,2005-05,2005,2005Q4,2005
2005-06-01 13:00:00,661,Weekday,OSU Pass,Loop Original,2005-06,2005,2005Q4,2005
2005-07-01 13:00:00,467,Weekday,OSU Pass,Loop Original,2005-07,2005,2006Q1,2006
2005-08-01 13:00:00,590,Weekday,OSU Pass,Loop Original,2005-08,2005,2006Q1,2006
2005-09-01 13:00:00,1007,Weekday,OSU Pass,Loop Original,2005-09,2005,2006Q1,2006
2005-10-01 13:00:00,1866,Weekday,OSU Pass,Loop Original,2005-10,2005,2006Q2,2006
2005-11-01 13:00:00,1648,Weekday,OSU Pass,Loop Original,2005-11,2005,2006Q2,2006
2005-12-01 13:00:00,730,Weekday,OSU Pass,Loop Original,2005-12,2005,2006Q2,2006
2006-01-01 13:00:00,2254,Weekday,OSU Pass,Loop Original,2006-01,2006,2006Q3,2006
2006-02-01 13:00:00,1615,Weekday,OSU Pass,Loop Original,2006-02,2006,2006Q3,2006
2006-03-01 13:00:00,1230,Weekday,OSU Pass,Loop Original,2006-03,2006,2006Q3,2006
2006-04-01 13:00:00,1577,Weekday,OSU Pass,Loop Original,2006-04,2006,2006Q4,2006
2006-05-01 13:00:00,1822,Weekday,OSU Pass,Loop Original,2006-05,2006,2006Q4,2006
2006-06-01 13:00:00,1102,Weekday,OSU Pass,Loop Original,2006-06,2006,2006Q4,2006
2006-07-01 13:00:00,1126,Weekday,OSU Pass,Loop Original,2006-07,2006,2007Q1,2007
2006-08-01 13:00:00,854,Weekday,OSU Pass,Loop Original,2006-08,2006,2007Q1,2007
2006-09-01 13:00:00,1171,Weekday,OSU Pass,Loop Original,2006-09,2006,2007Q1,2007
2006-10-01 13:00:00,2278,Weekday,OSU Pass,Loop Original,2006-10,2006,2007Q2,2007
2006-11-01 13:00:00,1870,Weekday,OSU Pass,Loop Original,2006-11,2006,2007Q2,2007
2006-12-01 13:00:00,705,Weekday,OSU Pass,Loop Original,2006-12,2006,2007Q2,2007
2007-01-01 13:00:00,1607,Weekday,OSU Pass,Loop Original,2007-01,2007,2007Q3,2007
2007-02-01 13:00:00,1623,Weekday,OSU Pass,Loop Original,2007-02,2007,2007Q3,2007
2007-03-01 13:00:00,1320,Weekday,OSU Pass,Loop Original,2007-03,2007,2007Q3,2007
2007-04-01 13:00:00,1885,Weekday,OSU Pass,Loop Original,2007-04,2007,2007Q4,2007
2007-05-01 13:00:00,2045,Weekday,OSU Pass,Loop Original,2007-05,2007,2007Q4,2007
2007-06-01 13:00:00,1168,Weekday,OSU Pass,Loop Original,2007-06,2007,2007Q4,2007
2007-07-01 13:00:00,849,Weekday,OSU Pass,Loop Original,2007-07,2007,2008Q1,2008
2007-08-01 13:00:00,869,Weekday,OSU Pass,Loop Original,2007-08,2007,2008Q1,2008
2007-09-01 13:00:00,1089,Weekday,OSU Pass,Loop Original,2007-09,2007,2008Q1,2008
2007-10-01 13:00:00,2308,Weekday,OSU Pass,Loop Original,2007-10,2007,2008Q2,2008
2007-11-01 13:00:00,1863,Weekday,OSU Pass,Loop Original,2007-11,2007,2008Q2,2008
2007-12-01 13:00:00,719,Weekday,OSU Pass,Loop Original,2007-12,2007,2008Q2,2008
2008-01-01 13:00:00,2175,Weekday,OSU Pass,Loop Original,2008-01,2008,2008Q3,2008
2008-02-01 13:00:00,2092,Weekday,OSU Pass,Loop Original,2008-02,2008,2008Q3,2008
2008-03-01 13:00:00,1546,Weekday,OSU Pass,Loop Original,2008-03,2008,2008Q3,2008
2008-04-01 13:00:00,2227,Weekday,OSU Pass,Loop Original,2008-04,2008,2008Q4,2008
2008-05-01 13:00:00,2238,Weekday,OSU Pass,Loop Original,2008-05,2008,2008Q4,2008
2008-06-01 13:00:00,1621,Weekday,OSU Pass,Loop Original,2008-06,2008,2008Q4,2008
2008-07-01 13:00:00,1786,Weekday,OSU Pass,Loop Original,2008-07,2008,2009Q1,2009
2008-08-01 13:00:00,1262,Weekday,OSU Pass,Loop Original,2008-08,2008,2009Q1,2009
2008-09-01 13:00:00,1217,Weekday,OSU Pass,Loop Original,2008-09,2008,2009Q1,2009
2008-10-01 13:00:00,3962,Weekday,OSU Pass,Loop Original,2008-10,2008,2009Q2,2009
2008-11-01 13:00:00,2629,Weekday,OSU Pass,Loop Original,2008-11,2008,2009Q2,2009
2008-12-01 13:00:00,1379,Weekday,OSU Pass,Loop Original,2008-12,2008,2009Q2,2009
2009-01-01 13:00:00,3345,Weekday,OSU Pass,Loop Original,2009-01,2009,2009Q3,2009
2009-02-01 13:00:00,3108,Weekday,OSU Pass,Loop Original,2009-02,2009,2009Q3,2009
2009-03-01 13:00:00,2185,Weekday,OSU Pass,Loop Original,2009-03,2009,2009Q3,2009
2009-04-01 13:00:00,3355,Weekday,OSU Pass,Loop Original,2009-04,2009,2009Q4,2009
2009-05-01 13:00:00,2842,Weekday,OSU Pass,Loop Original,2009-05,2009,2009Q4,2009
2009-06-01 13:00:00,1654,Weekday,OSU Pass,Loop Original,2009-06,2009,2009Q4,2009
2009-07-01 13:00:00,1001,Weekday,OSU Pass,Loop Original,2009-07,2009,2010Q1,2010
2009-08-01 13:00:00,662,Weekday,OSU Pass,Loop Original,2009-08,2009,2010Q1,2010
2009-09-01 13:00:00,1191,Weekday,OSU Pass,Loop Original,2009-09,2009,2010Q1,2010
2009-10-01 13:00:00,3841,Weekday,OSU Pass,Loop Original,2009-10,2009,2010Q2,2010
2009-11-01 13:00:00,2720,Weekday,OSU Pass,Loop Original,2009-11,2009,2010Q2,2010
2009-12-01 13:00:00,1259,Weekday,OSU Pass,Loop Original,2009-12,2009,2010Q2,2010
2010-01-01 13:00:00,3418,Weekday,OSU Pass,Loop Original,2010-01,2010,2010Q3,2010
2010-02-01 13:00:00,3046,Weekday,OSU Pass,Loop Original,2010-02,2010,2010Q3,2010
2010-03-01 13:00:00,2553,Weekday,OSU Pass,Loop Original,2010-03,2010,2010Q3,2010
2010-04-01 13:00:00,3476,Weekday,OSU Pass,Loop Original,2010-04,2010,2010Q4,2010
2010-05-01 13:00:00,2942,Weekday,OSU Pass,Loop Original,2010-05,2010,2010Q4,2010
2010-06-01 13:00:00,1335,Weekday,OSU Pass,Loop Original,2010-06,2010,2010Q4,2010
2010-07-01 13:00:00,837,Weekday,OSU Pass,Loop Original,2010-07,2010,2011Q1,2011
2010-08-01 13:00:00,849,Weekday,OSU Pass,Loop Original,2010-08,2010,2011Q1,2011
2010-09-01 13:00:00,1685,Weekday,OSU Pass,Loop Original,2010-09,2010,2011Q1,2011
2010-10-01 13:00:00,4295,Weekday,OSU Pass,Loop Original,2010-10,2010,2011Q2,2011
2010-11-01 13:00:00,3971,Weekday,OSU Pass,Loop Original,2010-11,2010,2011Q2,2011
2010-12-01 13:00:00,1587,Weekday,OSU Pass,Loop Original,2010-12,2010,2011Q2,2011
2011-01-01 13:00:00,4099,Weekday,OSU Pass,Loop Original,2011-01,2011,2011Q3,2011
2011-02-01 13:00:00,3499,Weekday,OSU Pass,Loop Original,2011-02,2011,2011Q3,2011
2011-03-01 13:00:00,2986,Weekday,OSU Pass,Loop Original,2011-03,2011,2011Q3,2011
2011-04-01 13:00:00,4191,Weekday,OSU Pass,Loop Original,2011-04,2011,2011Q4,2011
2011-05-01 13:00:00,3529,Weekday,OSU Pass,Loop Original,2011-05,2011,2011Q4,2011
2011-06-01 13:00:00,1931,Weekday,OSU Pass,Loop Original,2011-06,2011,2011Q4,2011
2011-07-01 13:00:00,1301,Weekday,OSU Pass,Loop Original,2011-07,2011,2012Q1,2012
2011-08-01 13:00:00,1390,Weekday,OSU Pass,Loop Original,2011-08,2011,2012Q1,2012
2011-09-01 13:00:00,2250,Weekday,OSU Pass,Loop Original,2011-09,2011,2012Q1,2012
2011-10-01 13:00:00,5071,Weekday,OSU Pass,Loop Original,2011-10,2011,2012Q2,2012
2011-11-01 13:00:00,4237,Weekday,OSU Pass,Loop Original,2011-11,2011,2012Q2,2012
2011-12-01 13:00:00,1297,Weekday,OSU Pass,Loop Original,2011-12,2011,2012Q2,2012
2012-01-01 13:00:00,3749,Weekday,OSU Pass,Loop Original,2012-01,2012,2012Q3,2012
2012-02-01 13:00:00,4123,Weekday,OSU Pass,Loop Original,2012-02,2012,2012Q3,2012
2012-03-01 13:00:00,3080,Weekday,OSU Pass,Loop Original,2012-03,2012,2012Q3,2012
2012-04-01 13:00:00,4943,Weekday,OSU Pass,Loop Original,2012-04,2012,2012Q4,2012
2012-05-01 13:00:00,4763,Weekday,OSU Pass,Loop Original,2012-05,2012,2012Q4,2012
2012-06-01 13:00:00,2440,Weekday,OSU Pass,Loop Original,2012-06,2012,2012Q4,2012
2012-07-01 13:00:00,1652,Weekday,OSU Pass,Loop Original,2012-07,2012,2013Q1,2013
2012-08-01 13:00:00,1582,Weekday,OSU Pass,Loop Original,2012-08,2012,2013Q1,2013
2012-09-01 13:00:00,2140,Weekday,OSU Pass,Loop Original,2012-09,2012,2013Q1,2013
2012-10-01 13:00:00,5717,Weekday,OSU Pass,Loop Original,2012-10,2012,2013Q2,2013
2012-11-01 13:00:00,4020,Weekday,OSU Pass,Loop Original,2012-11,2012,2013Q2,2013
2012-12-01 13:00:00,1239,Weekday,OSU Pass,Loop Original,2012-12,2012,2013Q2,2013
2013-01-01 13:00:00,4711,Weekday,OSU Pass,Loop Original,2013-01,2013,2013Q3,2013
2013-02-01 13:00:00,4619,Weekday,OSU Pass,Loop Original,2013-02,2013,2013Q3,2013
2013-03-01 13:00:00,3111,Weekday,OSU Pass,Loop Original,2013-03,2013,2013Q3,2013
2013-04-01 13:00:00,4992,Weekday,OSU Pass,Loop Original,2013-04,2013,2013Q4,2013
2013-05-01 13:00:00,4443,Weekday,OSU Pass,Loop Original,2013-05,2013,2013Q4,2013
2013-06-01 13:00:00,2036,Weekday,OSU Pass,Loop Original,2013-06,2013,2013Q4,2013
2013-07-01 13:00:00,1783,Weekday,OSU Pass,Loop Original,2013-07,2013,2014Q1,2014
2013-08-01 13:00:00,1439,Weekday,OSU Pass,Loop Original,2013-08,2013,2014Q1,2014
2013-09-01 13:00:00,1242,Weekday,OSU Pass,Loop Original,2013-09,2013,2014Q1,2014
2013-10-01 13:00:00,6213,Weekday,OSU Pass,Loop Original,2013-10,2013,2014Q2,2014
2013-11-01 13:00:00,4448,Weekday,OSU Pass,Loop Original,2013-11,2013,2014Q2,2014
2013-12-01 13:00:00,2035,Weekday,OSU Pass,Loop Original,2013-12,2013,2014Q2,2014
2014-01-01 13:00:00,5084,Weekday,OSU Pass,Loop Original,2014-01,2014,2014Q3,2014
2014-02-01 13:00:00,3949,Weekday,OSU Pass,Loop Original,2014-02,2014,2014Q3,2014
2014-03-01 13:00:00,3206,Weekday,OSU Pass,Loop Original,2014-03,2014,2014Q3,2014
2014-04-01 13:00:00,5005,Weekday,OSU Pass,Loop Original,2014-04,2014,2014Q4,2014
2014-05-01 13:00:00,4362,Weekday,OSU Pass,Loop Original,2014-05,2014,2014Q4,2014
2014-06-01 13:00:00,2588,Weekday,OSU Pass,Loop Original,2014-06,2014,2014Q4,2014
2014-07-01 13:00:00,1826,Weekday,OSU Pass,Loop Original,2014-07,2014,2015Q1,2015
2014-08-01 13:00:00,1337,Weekday,OSU Pass,Loop Original,2014-08,2014,2015Q1,2015
2014-09-01 13:00:00,2033,Weekday,OSU Pass,Loop Original,2014-09,2014,2015Q1,2015
2014-10-01 13:00:00,7959,Weekday,OSU Pass,Loop Original,2014-10,2014,2015Q2,2015
2014-11-01 13:00:00,5190,Weekday,OSU Pass,Loop Original,2014-11,2014,2015Q2,2015
2014-12-01 13:00:00,2770,Weekday,OSU Pass,Loop Original,2014-12,2014,2015Q2,2015
2015-01-01 13:00:00,5658,Weekday,OSU Pass,Loop Original,2015-01,2015,2015Q3,2015
2015-02-01 13:00:00,5223,Weekday,OSU Pass,Loop Original,2015-02,2015,2015Q3,2015
2015-03-01 13:00:00,4235,Weekday,OSU Pass,Loop Original,2015-03,2015,2015Q3,2015
2015-04-01 13:00:00,6259,Weekday,OSU Pass,Loop Original,2015-04,2015,2015Q4,2015
2015-05-01 13:00:00,4647,Weekday,OSU Pass,Loop Original,2015-05,2015,2015Q4,2015
2015-06-01 13:00:00,2442,Weekday,OSU Pass,Loop Original,2015-06,2015,2015Q4,2015
2015-07-01 13:00:00,1366,Weekday,OSU Pass,Loop Original,2015-07,2015,2016Q1,2016
2015-08-01 13:00:00,1202,Weekday,OSU Pass,Loop Original,2015-08,2015,2016Q1,2016
2015-09-01 13:00:00,1875,Weekday,OSU Pass,Loop Original,2015-09,2015,2016Q1,2016
2015-10-01 13:00:00,6872,Weekday,OSU Pass,Loop Original,2015-10,2015,2016Q2,2016
2015-11-01 13:00:00,4381,Weekday,OSU Pass,Loop Original,2015-11,2015,2016Q2,2016
2015-12-01 13:00:00,1893,Weekday,OSU Pass,Loop Original,2015-12,2015,2016Q2,2016
2016-01-01 13:00:00,5399,Weekday,OSU Pass,Loop Original,2016-01,2016,2016Q3,2016
2016-02-01 13:00:00,4890,Weekday,OSU Pass,Loop Original,2016-02,2016,2016Q3,2016
2016-03-01 13:00:00,4345,Weekday,OSU Pass,Loop Original,2016-03,2016,2016Q3,2016
2016-04-01 13:00:00,4864,Weekday,OSU Pass,Loop Original,2016-04,2016,2016Q4,2016
2016-05-01 13:00:00,4038,Weekday,OSU Pass,Loop Original,2016-05,2016,2016Q4,2016
2016-06-01 13:00:00,1636,Weekday,OSU Pass,Loop Original,2016-06,2016,2016Q4,2016
2016-07-01 13:00:00,970,Weekday,OSU Pass,Loop Original,2016-07,2016,2017Q1,2017
2016-08-01 13:00:00,988,Weekday,OSU Pass,Loop Original,2016-08,2016,2017Q1,2017
2016-09-01 13:00:00,2428,Weekday,OSU Pass,Loop Original,2016-09,2016,2017Q1,2017
2016-10-01 13:00:00,5370,Weekday,OSU Pass,Loop Original,2016-10,2016,2017Q2,2017
2016-11-01 13:00:00,4435,Weekday,OSU Pass,Loop Original,2016-11,2016,2017Q2,2017
2016-12-01 13:00:00,1343,Weekday,OSU Pass,Loop Original,2016-12,2016,2017Q2,2017
2017-01-01 13:00:00,3934,Weekday,OSU Pass,Loop Original,2017-01,2017,2017Q3,2017
2017-02-01 13:00:00,4991,Weekday,OSU Pass,Loop Original,2017-02,2017,2017Q3,2017
2017-03-01 13:00:00,3505,Weekday,OSU Pass,Loop Original,2017-03,2017,2017Q3,2017
2017-04-01 13:00:00,4476,Weekday,OSU Pass,Loop Original,2017-04,2017,2017Q4,2017
2017-05-01 13:00:00,4540,Weekday,OSU Pass,Loop Original,2017-05,2017,2017Q4,2017
2017-06-01 13:00:00,2107,Weekday,OSU Pass,Loop Original,2017-06,2017,2017Q4,2017
2017-07-01 13:00:00,873,Weekday,OSU Pass,Loop Original,2017-07,2017,2018Q1,2018
2017-08-01 13:00:00,880,Weekday,OSU Pass,Loop Original,2017-08,2017,2018Q1,2018
2017-09-01 13:00:00,2236,Weekday,OSU Pass,Loop Original,2017-09,2017,2018Q1,2018
2017-10-01 13:00:00,5802,Weekday,OSU Pass,Loop Original,2017-10,2017,2018Q2,2018
2017-11-01 13:00:00,4644,Weekday,OSU Pass,Loop Original,2017-11,2017,2018Q2,2018
2017-12-01 13:00:00,1372,Weekday,OSU Pass,Loop Original,2017-12,2017,2018Q2,2018
2018-01-01 13:00:00,4612,Weekday,OSU Pass,Loop Original,2018-01,2018,2018Q3,2018
2018-02-01 13:00:00,4379,Weekday,OSU Pass,Loop Original,2018-02,2018,2018Q3,2018
2018-03-01 13:00:00,3318,Weekday,OSU Pass,Loop Original,2018-03,2018,2018Q3,2018
2018-04-01 13:00:00,4094,Weekday,OSU Pass,Loop Original,2018-04,2018,2018Q4,2018
2018-05-01 13:00:00,3984,Weekday,OSU Pass,Loop Original,2018-05,2018,2018Q4,2018
2018-06-01 13:00:00,1881,Weekday,OSU Pass,Loop Original,2018-06,2018,2018Q4,2018
2018-07-01 13:00:00,1017,Weekday,OSU Pass,Loop Original,2018-07,2018,2019Q1,2019
2018-08-01 13:00:00,909,Weekday,OSU Pass,Loop Original,2018-08,2018,2019Q1,2019
2018-09-01 13:00:00,2232,Weekday,OSU Pass,Loop Original,2018-09,2018,2019Q1,2019
2018-10-01 13:00:00,6142,Weekday,OSU Pass,Loop Original,2018-10,2018,2019Q2,2019
2018-11-01 13:00:00,4507,Weekday,OSU Pass,Loop Original,2018-11,2018,2019Q2,2019
2018-12-01 13:00:00,906,Weekday,OSU Pass,Loop Original,2018-12,2018,2019Q2,2019
2019-01-01 13:00:00,4199,Weekday,OSU Pass,Loop Original,2019-01,2019,2019Q3,2019
2019-02-01 13:00:00,3623,Weekday,OSU Pass,Loop Original,2019-02,2019,2019Q3,2019
2019-03-01 13:00:00,2734,Weekday,OSU Pass,Loop Original,2019-03,2019,2019Q3,2019
2019-04-01 13:00:00,3672,Weekday,OSU Pass,Loop Original,2019-04,2019,2019Q4,2019
2019-05-01 13:00:00,3965,Weekday,OSU Pass,Loop Original,2019-05,2019,2019Q4,2019
2019-06-01 13:00:00,1561,Weekday,OSU Pass,Loop Original,2019-06,2019,2019Q4,2019
2019-07-01 13:00:00,810,Weekday,OSU Pass,Loop Original,2019-07,2019,2020Q1,2020
2019-08-01 13:00:00,750,Weekday,OSU Pass,Loop Original,2019-08,2019,2020Q1,2020
2019-09-01 13:00:00,1212,Weekday,OSU Pass,Loop Original,2019-09,2019,2020Q1,2020
2019-10-01 13:00:00,6016,Weekday,OSU Pass,Loop Original,2019-10,2019,2020Q2,2020
2019-11-01 13:00:00,4503,Weekday,OSU Pass,Loop Original,2019-11,2019,2020Q2,2020
2019-12-01 13:00:00,2004,Weekday,OSU Pass,Loop Original,2019-12,2019,2020Q2,2020
2020-01-01 13:00:00,4411,Weekday,OSU Pass,Loop Original,2020-01,2020,2020Q3,2020
2020-02-01 13:00:00,4144,Weekday,OSU Pass,Loop Original,2020-02,2020,2020Q3,2020
2020-03-01 13:00:00,2096,Weekday,OSU Pass,Loop Original,2020-03,2020,2020Q3,2020
2002-07-01 14:00:00,336,Weekday,HP Pass,Loop Original,2002-07,2002,2003Q1,2003
2002-08-01 14:00:00,423,Weekday,HP Pass,Loop Original,2002-08,2002,2003Q1,2003
2002-09-01 14:00:00,405,Weekday,HP Pass,Loop Original,2002-09,2002,2003Q1,2003
2002-10-01 14:00:00,467,Weekday,HP Pass,Loop Original,2002-10,2002,2003Q2,2003
2002-11-01 14:00:00,313,Weekday,HP Pass,Loop Original,2002-11,2002,2003Q2,2003
2002-12-01 14:00:00,307,Weekday,HP Pass,Loop Original,2002-12,2002,2003Q2,2003
2003-01-01 14:00:00,476,Weekday,HP Pass,Loop Original,2003-01,2003,2003Q3,2003
2003-02-01 14:00:00,500,Weekday,HP Pass,Loop Original,2003-02,2003,2003Q3,2003
2003-03-01 14:00:00,572,Weekday,HP Pass,Loop Original,2003-03,2003,2003Q3,2003
2003-04-01 14:00:00,494,Weekday,HP Pass,Loop Original,2003-04,2003,2003Q4,2003
2003-05-01 14:00:00,407,Weekday,HP Pass,Loop Original,2003-05,2003,2003Q4,2003
2003-06-01 14:00:00,409,Weekday,HP Pass,Loop Original,2003-06,2003,2003Q4,2003
2003-07-01 14:00:00,501,Weekday,HP Pass,Loop Original,2003-07,2003,2004Q1,2004
2003-08-01 14:00:00,370,Weekday,HP Pass,Loop Original,2003-08,2003,2004Q1,2004
2003-09-01 14:00:00,385,Weekday,HP Pass,Loop Original,2003-09,2003,2004Q1,2004
2003-10-01 14:00:00,412,Weekday,HP Pass,Loop Original,2003-10,2003,2004Q2,2004
2003-11-01 14:00:00,262,Weekday,HP Pass,Loop Original,2003-11,2003,2004Q2,2004
2003-12-01 14:00:00,262,Weekday,HP Pass,Loop Original,2003-12,2003,2004Q2,2004
2004-01-01 14:00:00,363,Weekday,HP Pass,Loop Original,2004-01,2004,2004Q3,2004
2004-02-01 14:00:00,388,Weekday,HP Pass,Loop Original,2004-02,2004,2004Q3,2004
2004-03-01 14:00:00,432,Weekday,HP Pass,Loop Original,2004-03,2004,2004Q3,2004
2004-04-01 14:00:00,477,Weekday,HP Pass,Loop Original,2004-04,2004,2004Q4,2004
2004-05-01 14:00:00,547,Weekday,HP Pass,Loop Original,2004-05,2004,2004Q4,2004
2004-06-01 14:00:00,666,Weekday,HP Pass,Loop Original,2004-06,2004,2004Q4,2004
2004-07-01 14:00:00,540,Weekday,HP Pass,Loop Original,2004-07,2004,2005Q1,2005
2004-08-01 14:00:00,525,Weekday,HP Pass,Loop Original,2004-08,2004,2005Q1,2005
2004-09-01 14:00:00,463,Weekday,HP Pass,Loop Original,2004-09,2004,2005Q1,2005
2004-10-01 14:00:00,551,Weekday,HP Pass,Loop Original,2004-10,2004,2005Q2,2005
2004-11-01 14:00:00,550,Weekday,HP Pass,Loop Original,2004-11,2004,2005Q2,2005
2004-12-01 14:00:00,377,Weekday,HP Pass,Loop Original,2004-12,2004,2005Q2,2005
2005-01-01 14:00:00,529,Weekday,HP Pass,Loop Original,2005-01,2005,2005Q3,2005
2005-02-01 14:00:00,480,Weekday,HP Pass,Loop Original,2005-02,2005,2005Q3,2005
2005-03-01 14:00:00,695,Weekday,HP Pass,Loop Original,2005-03,2005,2005Q3,2005
2005-04-01 14:00:00,707,Weekday,HP Pass,Loop Original,2005-04,2005,2005Q4,2005
2005-05-01 14:00:00,714,Weekday,HP Pass,Loop Original,2005-05,2005,2005Q4,2005
2005-06-01 14:00:00,625,Weekday,HP Pass,Loop Original,2005-06,2005,2005Q4,2005
2005-07-01 14:00:00,551,Weekday,HP Pass,Loop Original,2005-07,2005,2006Q1,2006
2005-08-01 14:00:00,591,Weekday,HP Pass,Loop Original,2005-08,2005,2006Q1,2006
2005-09-01 14:00:00,712,Weekday,HP Pass,Loop Original,2005-09,2005,2006Q1,2006
2005-10-01 14:00:00,708,Weekday,HP Pass,Loop Original,2005-10,2005,2006Q2,2006
2005-11-01 14:00:00,528,Weekday,HP Pass,Loop Original,2005-11,2005,2006Q2,2006
2005-12-01 14:00:00,359,Weekday,HP Pass,Loop Original,2005-12,2005,2006Q2,2006
2006-01-01 14:00:00,570,Weekday,HP Pass,Loop Original,2006-01,2006,2006Q3,2006
2006-02-01 14:00:00,463,Weekday,HP Pass,Loop Original,2006-02,2006,2006Q3,2006
2006-03-01 14:00:00,465,Weekday,HP Pass,Loop Original,2006-03,2006,2006Q3,2006
2006-04-01 14:00:00,437,Weekday,HP Pass,Loop Original,2006-04,2006,2006Q4,2006
2006-05-01 14:00:00,605,Weekday,HP Pass,Loop Original,2006-05,2006,2006Q4,2006
2006-06-01 14:00:00,612,Weekday,HP Pass,Loop Original,2006-06,2006,2006Q4,2006
2006-07-01 14:00:00,580,Weekday,HP Pass,Loop Original,2006-07,2006,2007Q1,2007
2006-08-01 14:00:00,655,Weekday,HP Pass,Loop Original,2006-08,2006,2007Q1,2007
2006-09-01 14:00:00,460,Weekday,HP Pass,Loop Original,2006-09,2006,2007Q1,2007
2006-10-01 14:00:00,524,Weekday,HP Pass,Loop Original,2006-10,2006,2007Q2,2007
2006-11-01 14:00:00,520,Weekday,HP Pass,Loop Original,2006-11,2006,2007Q2,2007
2006-12-01 14:00:00,385,Weekday,HP Pass,Loop Original,2006-12,2006,2007Q2,2007
2007-01-01 14:00:00,526,Weekday,HP Pass,Loop Original,2007-01,2007,2007Q3,2007
2007-02-01 14:00:00,499,Weekday,HP Pass,Loop Original,2007-02,2007,2007Q3,2007
2007-03-01 14:00:00,595,Weekday,HP Pass,Loop Original,2007-03,2007,2007Q3,2007
2007-04-01 14:00:00,577,Weekday,HP Pass,Loop Original,2007-04,2007,2007Q4,2007
2007-05-01 14:00:00,744,Weekday,HP Pass,Loop Original,2007-05,2007,2007Q4,2007
2007-06-01 14:00:00,656,Weekday,HP Pass,Loop Original,2007-06,2007,2007Q4,2007
2007-07-01 14:00:00,627,Weekday,HP Pass,Loop Original,2007-07,2007,2008Q1,2008
2007-08-01 14:00:00,728,Weekday,HP Pass,Loop Original,2007-08,2007,2008Q1,2008
2007-09-01 14:00:00,656,Weekday,HP Pass,Loop Original,2007-09,2007,2008Q1,2008
2007-10-01 14:00:00,666,Weekday,HP Pass,Loop Original,2007-10,2007,2008Q2,2008
2007-11-01 14:00:00,709,Weekday,HP Pass,Loop Original,2007-11,2007,2008Q2,2008
2007-12-01 14:00:00,453,Weekday,HP Pass,Loop Original,2007-12,2007,2008Q2,2008
2008-01-01 14:00:00,700,Weekday,HP Pass,Loop Original,2008-01,2008,2008Q3,2008
2008-02-01 14:00:00,638,Weekday,HP Pass,Loop Original,2008-02,2008,2008Q3,2008
2008-03-01 14:00:00,819,Weekday,HP Pass,Loop Original,2008-03,2008,2008Q3,2008
2008-04-01 14:00:00,852,Weekday,HP Pass,Loop Original,2008-04,2008,2008Q4,2008
2008-05-01 14:00:00,775,Weekday,HP Pass,Loop Original,2008-05,2008,2008Q4,2008
2008-06-01 14:00:00,1063,Weekday,HP Pass,Loop Original,2008-06,2008,2008Q4,2008
2008-07-01 14:00:00,1091,Weekday,HP Pass,Loop Original,2008-07,2008,2009Q1,2009
2008-08-01 14:00:00,954,Weekday,HP Pass,Loop Original,2008-08,2008,2009Q1,2009
2008-09-01 14:00:00,949,Weekday,HP Pass,Loop Original,2008-09,2008,2009Q1,2009
2008-10-01 14:00:00,847,Weekday,HP Pass,Loop Original,2008-10,2008,2009Q2,2009
2008-11-01 14:00:00,648,Weekday,HP Pass,Loop Original,2008-11,2008,2009Q2,2009
2008-12-01 14:00:00,473,Weekday,HP Pass,Loop Original,2008-12,2008,2009Q2,2009
2009-01-01 14:00:00,563,Weekday,HP Pass,Loop Original,2009-01,2009,2009Q3,2009
2009-02-01 14:00:00,443,Weekday,HP Pass,Loop Original,2009-02,2009,2009Q3,2009
2009-03-01 14:00:00,448,Weekday,HP Pass,Loop Original,2009-03,2009,2009Q3,2009
2009-04-01 14:00:00,550,Weekday,HP Pass,Loop Original,2009-04,2009,2009Q4,2009
